cap_number,po_initials,po_race,po_sex,allegations_investigated,investigative_findings,disciplinary_findings
15-0348,LP,Black,Male,Investigation OnGoing,Pending,Pending
15-0348,SM,White,Male,Investigation OnGoing,Pending,Pending
15-0349,BB,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0349,BB,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0349,GW,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0349,PH,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
15-0349,PH,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0349,PH,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0350,AK,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
15-0350,AK,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0351,TI,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0351,MB,White,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0351,TI,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0351,TI,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0351,UNK,UNK,UNK,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0351,MB,White,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0351,MB,White,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0351,MB,White,Female,Departmental Violation,Sustained Finding,Training/Counseling
15-0351,RS,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0351,RS,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0351,RS,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0351,JF,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0351,JF,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0351,JF,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0352,BE,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0353,CD,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0353,CH,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0353,LD,Latino,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0353,LD,Latino,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0354,BG,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
15-0355,BA,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0355,JD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0355,JD,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0355,BA,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0355,BA,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0355,JD,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0356,DC,Latino,Male,Harassment,Other than Sustained Finding,Not Applicable
15-0357,WR,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0358,KL,Black,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
15-0359,MM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0360,MW,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0360,MW,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0361,UNK,UNK,UNK,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0361,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0362,JM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0362,JL,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0363,TH,White,Male,Harassment,Other than Sustained Finding,Not Applicable
15-0363,TH,White,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
15-0364,MS,Latino,Male,Harassment,Other than Sustained Finding,Not Applicable
15-0365,JM,Black,Male,Lack of Service,Sustained Finding,Guilty Finding
15-0366, D,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0366,MB,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0366,TR,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
15-0366,CU,Asian,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0367,PB,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0367,DM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0368,KC,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0368,SC,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0369,RW,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0369,NC,White,Male,Lack of Service,Sustained Finding,Training/Counseling
15-0370,RF,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0370,DD,White,Female,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0370,LT,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0370,YR,Latino,Female,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0370,LT,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0370,YR,Latino,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0371,JV,White,Female,Harassment,Other than Sustained Finding,Not Applicable
15-0371,JV,White,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0372,BM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0372,BM,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
15-0373,MD,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0373,KJ,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
15-0374,FC,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0375,JP,Black,Male,Falsification,Other than Sustained Finding,Not Applicable
15-0375,JP,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0376,AH,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
15-0377,AB,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0378,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0379,PM,Black,Female,Departmental Violation,Sustained Finding,Training/Counseling
15-0379,MS,White,Female,Departmental Violation,Sustained Finding,Training/Counseling
15-0379,MS,White,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0380,PS,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0380,CR,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0381,JS,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0382,MH,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0383,RG,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0384,SB,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0384,SB,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0385,KJ,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0386,JL,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0386,MC,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0387,BP,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0387,ZJ,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0388,EA,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0388,JW,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0388,JC,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0389,RP,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
17-0498,JC,White,Male,Investigation OnGoing,Pending,Pending
15-0390,MS,Latino,Male,Falsification,Other than Sustained Finding,Not Applicable
15-0390,MS,Latino,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0390,MS,Latino,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0390,MS,Latino,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0391,JM,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0391,DP,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0391,GJ,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0392,UNK,UNK,UNK,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0393,CJ,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0394,WB,White,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
15-0395,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
15-0396,CK,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
15-0397,AH,Black,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
15-0397,AH,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
15-0397,AH,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
15-0397,AH,Black,Male,Other Misconduct,Other than Sustained Finding,Not Applicable
15-0398,MS,Latino,Male,Investigation OnGoing,Pending,Pending
15-0399,UNK,UNK,UNK,Investigation OnGoing,Pending,Pending
15-0400,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
15-0400,TG,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0401,RF,Latino,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0402,SW,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0403,KT,White,Female,Lack of Service,Sustained Finding,Training/Counseling
15-0404,EP,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0404,EP,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0404,AH,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0405,MD,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0405,PJ,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0405,PJ,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0406,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
15-0406,SG,Indian,Female,Lack of Service,Other than Sustained Finding,Not Applicable
15-0406,TP,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0406,JS,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0407,KC,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
15-0407,KC,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0408,LW,Black,Male,Harassment,Other than Sustained Finding,Not Applicable
15-0409,SL,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0410,LL,White,Male,Harassment,Other than Sustained Finding,Not Applicable
15-0411,MP,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0412,TM,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0413,CC,Black,Female,Departmental Violation,Sustained Finding,Training/Counseling
15-0414,JW,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0414,MC,Black,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0415,TG,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0416,CV,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0416,CV,White,Male,Physical Abuse,Sustained Finding,Training/Counseling
15-0417,EG,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0417,ER,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0418,WE,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0418,LK,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0419,AP,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0419,GH,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0419,AP,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0420,LV,Latino,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0421,RC,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0422,UNK,UNK,UNK,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0422,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0423,JR,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0424,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0425,SB,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0425,ML,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0426,MB,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0426,MB,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0427,TY,Asian,Female,Lack of Service,Sustained Finding,Guilty Finding
15-0428,BB,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0429,UNK,UNK,UNK,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0429,RW,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
15-0430,C,Latino,Male,Departmental Violation,Sustained Finding,Training/Counseling
15-0430,C,Latino,Male,Harassment,Other than Sustained Finding,Not Applicable
15-0431,RA,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0432,TD,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
15-0432,MM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
15-0432,MM,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
15-0433,JB,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
15-0433,TM,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0434,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
15-0435,ER,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0435,JD,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0436,JS,White,Male,Harassment,Other than Sustained Finding,Not Applicable
15-0437,AL,White,Female,Harassment,Sustained Finding,Training/Counseling
15-0438,CN,Black,Male,Harassment,Other than Sustained Finding,Not Applicable
15-0439,RA,Latino,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0440,DR,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0440,ND,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
15-0441,DV,Black,Female,Investigation OnGoing,Pending,Pending
15-0442,KB,White,Female,Investigation OnGoing,Pending,Pending
