complaint_id,officer_initials,po_race,po_sex,allegations_investigated,investigative_findings,disciplinary_findings,po_assigned_unit,po_district_number,officer_id,officer_complaint_id,discipline_id
16-0249,AN,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1500 15TH DISTRICT,15,22152139,16-0249-22152139,16-0249-22152139-Departmental Violation
16-0249,AN,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1500 15TH DISTRICT,15,22152139,16-0249-22152139,16-0249-22152139-Departmental Violation
16-0249,AN,latino,male,Lack of Service,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,27161046,16-0249-27161046,16-0249-27161046-Lack of Service
16-0249,AN,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,27161046,16-0249-27161046,16-0249-27161046-Departmental Violation
16-0249,AN,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,27161046,16-0249-27161046,16-0249-27161046-Departmental Violation
16-0249,AN,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,60209981,16-0249-60209981,16-0249-60209981-Departmental Violation
16-0249,AN,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,60209981,16-0249-60209981,16-0249-60209981-Departmental Violation
16-0249,AN,white,male,Lack of Service,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,60209981,16-0249-60209981,16-0249-60209981-Lack of Service
16-0249,AN,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,27161046,16-0249-27161046,16-0249-27161046-Physical Abuse
16-0250,DS,white,male,Departmental Violation,No Sustained Findings,Not Applicable,6500 SOUTHWEST DET,,35333673,16-0250-35333673,16-0250-35333673-Departmental Violation
16-0250,DS,asian,male,Physical Abuse,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,3,29652711,16-0250-29652711,16-0250-29652711-Physical Abuse
16-0251,EG,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,0100 01ST DISTRICT,1,50599862,16-0251-50599862,16-0251-50599862-Verbal Abuse
16-0252,BW,black,male,Departmental Violation,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,79561540,16-0252-79561540,16-0252-79561540-Departmental Violation
16-0252,BW,black,male,Departmental Violation,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,79561540,16-0252-79561540,16-0252-79561540-Departmental Violation
16-0253,,,,Lack of Service,No Sustained Findings,Not Applicable,,,,16-0253-,16-0253--Lack of Service
16-0254,KA,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,86291696,16-0254-86291696,16-0254-86291696-Verbal Abuse
16-0254,KA,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,86291696,16-0254-86291696,16-0254-86291696-Departmental Violation
16-0255,LT,white,male,Lack of Service,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,89423486,16-0255-89423486,16-0255-89423486-Lack of Service
16-0255,LT,white,male,Harassment,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,89423486,16-0255-89423486,16-0255-89423486-Harassment
16-0255,LT,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,89423486,16-0255-89423486,16-0255-89423486-Verbal Abuse
16-0256,JD,black,female,Lack of Service,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,44480478,16-0256-44480478,16-0256-44480478-Lack of Service
16-0256,JD,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,92203027,16-0256-92203027,16-0256-92203027-Verbal Abuse
16-0257,,,,Lack of Service,No Sustained Findings,Not Applicable,,,,16-0257-,16-0257--Lack of Service
16-0258,TM,black,male,Lack of Service,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,69765512,16-0258-69765512,16-0258-69765512-Lack of Service
16-0259,EA,white,male,Departmental Violation,No Sustained Findings,Not Applicable,6500 SOUTHWEST DET,,68891412,16-0259-68891412,16-0259-68891412-Departmental Violation
16-0259,EA,black,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,91146966,16-0259-91146966,16-0259-91146966-Departmental Violation
16-0259,EA,white,male,Departmental Violation,No Sustained Findings,Not Applicable,6500 SOUTHWEST DET,,49889871,16-0259-49889871,16-0259-49889871-Departmental Violation
16-0259,EA,white,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,52845193,16-0259-52845193,16-0259-52845193-Departmental Violation
16-0259,EA,white,male,Departmental Violation,No Sustained Findings,Not Applicable,6500 SOUTHWEST DET,,39924413,16-0259-39924413,16-0259-39924413-Departmental Violation
16-0259,EA,white,male,Departmental Violation,No Sustained Findings,Not Applicable,6500 SOUTHWEST DET,,63937093,16-0259-63937093,16-0259-63937093-Departmental Violation
16-0259,EA,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,91249620,16-0259-91249620,16-0259-91249620-Departmental Violation
16-0259,EA,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,22096864,16-0259-22096864,16-0259-22096864-Departmental Violation
16-0259,EA,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,37788431,16-0259-37788431,16-0259-37788431-Verbal Abuse
16-0259,EA,white,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,37788431,16-0259-37788431,16-0259-37788431-Departmental Violation
16-0259,EA,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,16009408,16-0259-16009408,16-0259-16009408-Departmental Violation
16-0259,EA,white,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,71965867,16-0259-71965867,16-0259-71965867-Departmental Violation
16-0259,EA,black,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,27874643,16-0259-27874643,16-0259-27874643-Departmental Violation
16-0259,EA,black,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,90872995,16-0259-90872995,16-0259-90872995-Departmental Violation
16-0259,EA,white,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,38439027,16-0259-38439027,16-0259-38439027-Departmental Violation
16-0259,EA,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,80251275,16-0259-80251275,16-0259-80251275-Verbal Abuse
16-0259,EA,black,male,Departmental Violation,No Sustained Findings,Not Applicable,4601 S.W.A.T.,,80251275,16-0259-80251275,16-0259-80251275-Departmental Violation
16-0260,SD,black,male,Physical Abuse,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,46192628,16-0260-46192628,16-0260-46192628-Physical Abuse
16-0260,SD,black,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,46192628,16-0260-46192628,16-0260-46192628-Departmental Violation
16-0261,JP,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,49350854,16-0261-49350854,16-0261-49350854-Physical Abuse
16-0261,JP,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1500 15TH DISTRICT,15,49350854,16-0261-49350854,16-0261-49350854-Departmental Violation
16-0261,JP,black,male,Departmental Violation,Sustained Finding,Training/Counseling,1500 15TH DISTRICT,15,51762010,16-0261-51762010,16-0261-51762010-Departmental Violation
16-0261,JP,black,male,Physical Abuse,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,51762010,16-0261-51762010,16-0261-51762010-Physical Abuse
16-0262,SB,black,male,Lack of Service,No Sustained Findings,Not Applicable,6500 SOUTHWEST DET,,50050889,16-0262-50050889,16-0262-50050889-Lack of Service
16-0262,SB,black,male,Lack of Service,No Sustained Findings,Not Applicable,6500 SOUTHWEST DET,,50050889,16-0262-50050889,16-0262-50050889-Lack of Service
16-0263,,,,Criminal Allegation,No Sustained Findings,Not Applicable,,,,16-0263-,16-0263--Criminal Allegation
16-0264,JS,asian,male,Physical Abuse,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,31350786,16-0264-31350786,16-0264-31350786-Physical Abuse
16-0265,JR,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,67294618,16-0265-67294618,16-0265-67294618-Physical Abuse
16-0265,JR,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,79979707,16-0265-79979707,16-0265-79979707-Physical Abuse
16-0266,GB,black,male,Lack of Service,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,26148759,16-0266-26148759,16-0266-26148759-Lack of Service
16-0266,GB,white,male,Lack of Service,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,75123063,16-0266-75123063,16-0266-75123063-Lack of Service
16-0266,GB,white,male,Lack of Service,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,16920415,16-0266-16920415,16-0266-16920415-Lack of Service
16-0267,,,,Verbal Abuse,No Sustained Findings,Not Applicable,,,,16-0267-,16-0267--Verbal Abuse
16-0268,,,,Criminal Allegation,No Sustained Findings,Not Applicable,,,,16-0268-,16-0268--Criminal Allegation
16-0269,,,,Verbal Abuse,No Sustained Findings,Not Applicable,,,,16-0269-,16-0269--Verbal Abuse
16-0269,,,,Criminal Allegation,No Sustained Findings,Not Applicable,,,,16-0269-,16-0269--Criminal Allegation
16-0270,MC,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1600 16TH DISTRICT,16,11386739,16-0270-11386739,16-0270-11386739-Departmental Violation
16-0270,MC,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1600 16TH DISTRICT,16,11386739,16-0270-11386739,16-0270-11386739-Departmental Violation
16-0270,MC,white,male,Departmental Violation,Sustained Finding,Training/Counseling,1600 16TH DISTRICT,16,11386739,16-0270-11386739,16-0270-11386739-Departmental Violation
16-0270,MC,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,1600 16TH DISTRICT,16,37075864,16-0270-37075864,16-0270-37075864-Departmental Violation
16-0270,MC,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,1600 16TH DISTRICT,16,37075864,16-0270-37075864,16-0270-37075864-Departmental Violation
16-0270,MC,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,1600 16TH DISTRICT,16,37075864,16-0270-37075864,16-0270-37075864-Departmental Violation
16-0271,PW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,68026925,16-0271-68026925,16-0271-68026925-Departmental Violation
16-0271,PW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,68026925,16-0271-68026925,16-0271-68026925-Departmental Violation
16-0271,PW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,74887029,16-0271-74887029,16-0271-74887029-Departmental Violation
16-0271,PW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,74887029,16-0271-74887029,16-0271-74887029-Departmental Violation
16-0272,MB,white,female,Lack of Service,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,58099405,16-0272-58099405,16-0272-58099405-Lack of Service
16-0273,JD,white,male,Departmental Violation,Sustained Finding,Training/Counseling,3500 35TH DISTRICT,35,91568567,16-0273-91568567,16-0273-91568567-Departmental Violation
16-0273,JD,white,male,Departmental Violation,Sustained Finding,Training/Counseling,3500 35TH DISTRICT,35,12219125,16-0273-12219125,16-0273-12219125-Departmental Violation
16-0274,BW,white,female,Lack of Service,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,92447130,16-0274-92447130,16-0274-92447130-Lack of Service
16-0274,BW,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,79645654,16-0274-79645654,16-0274-79645654-Departmental Violation
16-0274,BW,white,male,Verbal Abuse,Sustained Finding,Training/Counseling,1400 14TH DISTRICT,14,15885297,16-0274-15885297,16-0274-15885297-Verbal Abuse
16-0275,TF,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,97503930,16-0275-97503930,16-0275-97503930-Departmental Violation
16-0275,TF,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,99062959,16-0275-99062959,16-0275-99062959-Departmental Violation
16-0275,TF,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,43167955,16-0275-43167955,16-0275-43167955-Verbal Abuse
16-0275,TF,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,43167955,16-0275-43167955,16-0275-43167955-Departmental Violation
16-0276,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,16-0276-,16-0276--Departmental Violation
16-0276,,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,35272733,16-0276-35272733,16-0276-35272733-Departmental Violation
16-0276,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,16-0276-,16-0276--Departmental Violation
16-0276,,white,male,Physical Abuse,No Sustained Findings,Not Applicable,5861 CANINE UNIT,,82777444,16-0276-82777444,16-0276-82777444-Physical Abuse
16-0276,,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,5861 CANINE UNIT,,82777444,16-0276-82777444,16-0276-82777444-Verbal Abuse
16-0276,,white,male,Physical Abuse,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,35272733,16-0276-35272733,16-0276-35272733-Physical Abuse
16-0277,JT,white,female,Lack of Service,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,95120756,16-0277-95120756,16-0277-95120756-Lack of Service
16-0278,PC,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,3,37460214,16-0278-37460214,16-0278-37460214-Verbal Abuse
16-0278,PC,white,male,Harassment,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,3,41838094,16-0278-41838094,16-0278-41838094-Harassment
16-0278,PC,white,male,Harassment,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,3,37460214,16-0278-37460214,16-0278-37460214-Harassment
16-0279,FE,black,female,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable,0600 06TH DISTRICT,6,17514192,16-0279-17514192,16-0279-17514192-Referred to Other Agency/C.A.P. Investigation
16-0280,SC,white,female,Departmental Violation,No Sustained Findings,Not Applicable,0800 08TH DISTRICT,8,16598894,16-0280-16598894,16-0280-16598894-Departmental Violation
16-0280,SC,white,female,Unprofessional Conduct,No Sustained Findings,Not Applicable,0800 08TH DISTRICT,8,16598894,16-0280-16598894,16-0280-16598894-Unprofessional Conduct
16-0281,MM,white,female,Harassment,No Sustained Findings,Not Applicable,9807 SUPP POLICE SERVICE,,37442018,16-0281-37442018,16-0281-37442018-Harassment
16-0281,MM,white,male,Departmental Violation,Sustained Finding,Training/Counseling,9807 SUPP POLICE SERVICE,,11253187,16-0281-11253187,16-0281-11253187-Departmental Violation
16-0281,MM,white,male,Harassment,No Sustained Findings,Not Applicable,9807 SUPP POLICE SERVICE,,11253187,16-0281-11253187,16-0281-11253187-Harassment
16-0281,MM,white,female,Departmental Violation,Sustained Finding,Training/Counseling,9807 SUPP POLICE SERVICE,,37442018,16-0281-37442018,16-0281-37442018-Departmental Violation
16-0281,MM,white,male,Departmental Violation,Sustained Finding,Training/Counseling,9807 SUPP POLICE SERVICE,,11253187,16-0281-11253187,16-0281-11253187-Departmental Violation
16-0281,MM,white,female,Departmental Violation,Sustained Finding,Training/Counseling,9807 SUPP POLICE SERVICE,,37442018,16-0281-37442018,16-0281-37442018-Departmental Violation
16-0282,SM,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,29180642,16-0282-29180642,16-0282-29180642-Verbal Abuse
16-0283,BS,white,male,Lack of Service,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,37944986,16-0283-37944986,16-0283-37944986-Lack of Service
16-0283,BS,white,male,Lack of Service,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,15826417,16-0283-15826417,16-0283-15826417-Lack of Service
16-0283,BS,white,male,Lack of Service,No Sustained Findings,Not Applicable,6400 NORTHEAST DET,,68024522,16-0283-68024522,16-0283-68024522-Lack of Service
16-0283,BS,black,female,Lack of Service,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,60902978,16-0283-60902978,16-0283-60902978-Lack of Service
16-0283,BS,white,female,Lack of Service,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,39493715,16-0283-39493715,16-0283-39493715-Lack of Service
16-0284,JT,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,3,22288095,16-0284-22288095,16-0284-22288095-Unprofessional Conduct
16-0284,JT,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,3,22288095,16-0284-22288095,16-0284-22288095-Departmental Violation
16-0284,JT,white,male,Lack of Service,No Sustained Findings,Not Applicable,0300 03RD DISTRICT,3,22288095,16-0284-22288095,16-0284-22288095-Lack of Service
16-0285,KW,black,male,Harassment,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,30888158,16-0285-30888158,16-0285-30888158-Harassment
16-0286,TM,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,40860483,16-0286-40860483,16-0286-40860483-Verbal Abuse
16-0286,TM,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,54585325,16-0286-54585325,16-0286-54585325-Verbal Abuse
